,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manually Add,Manually Add,Manually Add,Manually Add,,,Lookup from Alumni Report,Lookup from Alumni Report,I organized these columns to be in the beginning of the report for pivot table/reporting purposes,,,,,,,,,Manually Add,,,Manually Add,,Lookup from Student Affairs Spreadsheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International,Filled out survey,APSIA Job Category,APSIA Sector Category,Date Reported - NEW,Outcome,Concentration,Degree,Sector,Detailed Industry,Organization Name,Division,Job Title,Job City,Job State,Job Country,Job Title,Master Salary for Employment Statistics,Salary Range,Salary,LinkedIn Outcome Findings,Citizenship Status,OSA Country of Citizenship Lookup,Job Location State,Job Location Country,Sector,Detailed Industry,Job Phase,Job Source,"If you are not employed, are you currently seeking employment?",Continuing Education Full-time?,Organization Name,Company Description,Include in Reporting,30 hrs per week,Approximately how many hours a week do you serve?,Country where serving,Date of Offer Received,Degree to be Pursued After Graduation,Do you have a three (3) year STEM OPT visa?,Employer consideration for STEM,Gender,Approximately how many hours each month do you plan to volunteer?,Is Approved,Military Rank,Name of School in case of Continued Education,Program Name,Returning to previous employer,Scope of Organization,Self-employed,Sponsorship by Employer,Standard Job Source,What type of Own Venture is this?,What is the name of the fellowship program?,What will your enrollment status be at this school?,When did you actively start applying for a full-time job?,Why are you not seeking employment?,Base Salary Pay Period,Carried Interest Pay Period,Expected Bonus Pay Period,Expected Commission Pay Period,Guaranteed Bonus Pay Period,I'm volunteering and not currently receiving compensation,Salary plus Bonuses,Total Compensation Pay Period,End Date,Length of Commitment,Reported Date,Start Date,What is your approximate start date?,City,Country,Job Location,Metro Area,Postal Code,US State / Canada Province,Did this job come as a result of an internship you had with this employer?,Is this a faculty position?,Is this a freelance position?,Is this a full-time position?,Is this a post-graduation internship?,Is this a temporary/contract job?,Is this a tenured position?,Is your position a fellowship?,Other Outcome Additional Details,Please provide other pertinent information about your job,Reason for Rejecting,Will you be or are you currently working under Optional Practical Training (OPT) status?,Working at a Recently Founded Organization
Yes,Yes,30 Hours per week,For profit,06/14/2023,Job,ENERGY AND ENVIRONMENT,MPA,Private,Finance/Banking,NineDot Energy,"I’m in project finance team raising money for battery storage projects, manage portfolio secured funds, build and renew financial models.",Project Finance Analyst,"Brooklyn,",NY,United States,Project finance analyst,,"o	$105,000-$109,999","o	$105,000-$109,999",,,,NY,United States,Private,Finance/Banking,Post Graduation,Job Posting,,,,"NineDot's name derives from the classic mathematical puzzle for sparking out-of-the-box solutions. As a leading community-scale, clean energy developer with a growing portfolio of projects across a range of technologies, NineDot Energy is creating innovative energy solutions that support a more resilient electric grid, deliver economic savings, address environmental justice and reduce carbon emissions. and reduce carbon emissions. We plan to develop, build and operate more than 400 MW of clean energy systems by 2026 that will strengthen the local power grid infrastructure and provide clean, reliable and resilient power to tens of thousands of New York households and businesses. This is all in support of New York State’s mission to achieve 100% clean energy by 2040. 
 With the backing of the Carlyle Group - one of the largest private investors in renewable energy - NineDot is rapidly expanding its core team to scale its energy storage pipeline and continue innovating new products (i.e. vehicle-to-grid, community energy, etc.) to advance the decarbonization of New York’s grid. This is an exciting opportunity to build a platform from the ground-up with a world-class team of developers and innovators. NineDot is committed to building a company that exemplifies diversity, equity and inclusion values in its team culture, as well as business practices and community engagement.",Yes,Yes,,United States (USA),04/30/2023,,,,Female,,Yes,,,,No,,No,Yes,School Facilitated,,,,,,,per year,,,,,,,,,06/14/2023,06/05/2023,06/05/2023,Brooklyn - NY,United States (USA),Partially Remote,New York-Newark-Bridgeport -- NY-NJ-CT-PA,,New York,No,,,Yes,No,No,,No,,,,Yes,No
Yes,No,,,,Job,ENERGY AND ENVIRONMENT,MIA,Private,Finance/Banking,Nodal Exchange,,Business Analyst,"Tysons Corner,",VA,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,,,07/26/2023,Job,Economic and Political Development,MIA,Nonprofit,Public Interest/Advocacy,NoirUnited International,,Co-Founder and Co-Executive Director,"Atlanta, ",GA,United States,,,,,,,,,,,,Post Graduation,,I have applied for one or more opportunities but have not received an invitation to interview,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,07/26/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Non-profit,,Job,ECONOMIC AND POLITICAL DEVELOPMENT,MPA,Nonprofit,Public Interest/Advocacy,Nontraditional Employment for Women,,Individual & Corporate Giving Consultant,"New York,",NY,United States,,,,,,,,NY,United States,Non-profit,Public Interest/Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,,,,Job,DUAL MPA/MPH: IA/PH Public Policy & Admi,MPA,Nonprofit,Public Interest/Advocacy,Noora Health,,Strategic Advisor,"San Francisco, ",CA,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,No Concentration,MPA-EPM,Private,Other – Business Services,Norbuling Rigter College (affiliated to Royal University of Bhutan),,Adjunct Lecturer,"Paro, ",,Bhutan,,,,,,,,,Bhutan,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,Urban and Social Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,For profit,,Job,ECONOMIC AND POLITICAL DEVELOPMENT,MIA,Private,Other – Business Services,Novata,,ESG Associate,"New York,",NY,United States,,,,,,,,NY,United States,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Unreported,DUAL MIA/MBA: SIPA and Business,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Unreported,Human Rights & Humanitarian Policy ,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,For profit,,Job,DUAL MPA/MPP: SIPA and Lee Kuan Yew,MPA,Private,Other – Business Services,Novata,,ESG regulations and Research associate,"New York,",NY,United States,,,,,,,,NY,United States,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,,,,Job,ENERGY AND ENVIRONMENT,MPA,Public,Foreign Government,"Nuclear Regulation Authority, Japan ",,Government Employee,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,No Concentration,MPA-EPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,Government,06/15/2023,Job,Urban and Social Policy,MPA,Public,State/Local Governments,NYC Health + Hospitals,Value Based Payments and Special Populations,Associate Director of Operations,"New York,",NY,United States,Associate Director of Operations,,"o	$110,000-$114,999","o	$110,000-$114,999",,,,NY,United States,Public,State/Local Governments,Post Graduation,Alumni Contact,,,,"NYC Health + Hospitals is the nation’s largest public health care delivery system. We are an integrated network of hospitals, trauma centers, neighborhood health centers, nursing homes, and post-acute care centers. We are a home care agency and a health plan, MetroPlus. The health system provides essential services to more than 1.4 million New Yorkers every year in more than 70 patient care locations and in their homes. Our talented workforce of more than 40,000 represents the diversity of our city and the communities we serve. The excellence of our staff, and our continued mission to care for all without exception, make us unique and rightly positioned to provide equitable, high-quality, culturally responsive, and affordable health care in every New York City community.

Our promise to New Yorkers: Empower every New Yorker – without exception – to live the healthiest life possible by providing equitable, high quality, culturally responsive, and affordable health care in every community.",Yes,Yes,,United States (USA),04/27/2023,,,,Female,,Yes,,,,No,,No,No,School Facilitated,,,,,,,per year,,,,,No bonus,,,,06/15/2023,07/10/2023,07/10/2023,New York - NY,United States (USA),Partially Remote,New York-Newark-Bridgeport -- NY-NJ-CT-PA,,New York,No,,,Yes,No,No,,No,,I met the alumna who referred me to the role at CAC public sector networking event,,No,No
Yes,Yes,30 Hours per week,Government,08/30/2023,Job,ECONOMIC AND POLITICAL DEVELOPMENT,MPA,Public,State/Local Governments,NYC Health + Hospitals,,Senior Management Consultant,"New York,",NY,United States,,,,,,,,NY,United States,Public,State/Local Governments,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,08/30/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Government,,Job,Urban and Social Policy,MPA,Public,State/Local Governments,NYC Office of the Mayor,,Senior Policy Analyst for Public Realm,"New York,",NY,United States,,,,,,,,NY,United States,Public,State/Local Governments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,Government,09/05/2023,Job,Human Rights & Humanitarian Policy ,MIA,Public,State/Local Governments,NYC Service,,"Coordinator, Strategic Partnerships","New York,",NY,United States,,,,,,,,NY,United States,Public,State/Local Governments,Post Graduation,,"I have interviewed for one or more opportunities but have not received an offer of employment, I have applied for one or more opportunities but have not received an invitation to interview",,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,09/05/2023,,,,,,,,,,,,,,,,,,,,,
No,Yes,Fellowship,Government,06/13/2023,Job,International Finance and Economic Policy,MIA,Public,State/Local Governments,NYS Department of Financial Services,Research and Innovation - Innovation Policy Unit,Excelsior Service Fellow,"New York,",NY,United States,Excelsior Service Fellow,,"o	$65,000-$69,999","o	$65,000-$69,999",,,,NY,United States,Public,State/Local Governments,Post Graduation,Campus eNewsletter,,,,,Yes,Yes,,United States (USA),05/10/2023,,,,Male,,Yes,,,,No,,No,No,Graduate Facilitated,,,,,,,per year,,,,,,,,,06/13/2023,08/31/2023,08/31/2023,New York - NY,United States (USA),On Site,New York-Newark-Bridgeport -- NY-NJ-CT-PA,10004,New York,No,,,Yes,No,No,,Yes,,,,No,No
Yes,No,30 Hours per week,For profit,,Job,No Concentration,MPA-MDP,Private,Other – Business Services,NYU,,Research Assistant,"New York,",NY,United States,,,,,,,,NY,United States,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,Economic and Political Development,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,International Finance and Economic Policy,MIA,Private,Other – Business Services,Oncology Ventures,,Venture Partner,"New York,",NY,United States,,,,,,,,NY,United States,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Non-profit,,Job,ENERGY AND ENVIRONMENT,MIA,Nonprofit,Public Interest/Advocacy,One tree planted,,Senior Program Manager,"New York,",NY,United States,,,,,,,,NY,United States,Non-profit,Public Interest/Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Job,International Finance and Economic Policy,MPA,Nonprofit,Public Interest/Advocacy,Asobancaria,,Director of Corporate Strategy,"Bogota,",,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,,,,Job,Human Rights & Humanitarian Policy ,MIA,Nonprofit,Public Interest/Advocacy,Operation Smile,,"Director, Global Project Development",,,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Unreported,International Security Policy,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,For profit,07/23/2023,Job,Economic and Political Development,MPA,Private,Finance/Banking,Ostrom Financial,,Sustainability Analyst,"New York,",NY,United States,,,,,,,,NY,United States,Private,Finance/Banking,Post Graduation,,I have received one or more offers of employment but have declined,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Fall 2022,,,per year,,,,,,,,,07/23/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,,,,Job,International Security Policy,MIA,Nonprofit,Research/Think Tank,Pacific Forum,,Young Leader,Honolulu ,HI,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Still Seeking Employment,,01/15/2024,Job,International Finance and Economic Policy,MIA,Private,Technology,NAVER Z (Zepeto),,Trust and Safety Policy Sprecialist,,,South Korea,,,,,,,,,,,,Post Graduation,,I have applied for one or more opportunities but have not received an invitation to interview,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Winter 2022/2023,,,,,,,,,,,,01/15/2024,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,For profit,01/03/2024,Job,ECONOMIC AND POLITICAL DEVELOPMENT,MPA,Private,Other – Business Services,Palladium,Economic Growth - Inclusive Growth and Natural Capital,Senior Associate,"Washington, DC",,United States,Senior Associate,,"o	$75,000-$79,999","o	$75,000-$79,999",,,,"Washington, DC",United States,Private,Other – Business Services,Post Graduation,Other,,,,"Our mission: to catalyse an enriched future for all  We spark positive change through our knowledge, our courageous, inventive thinking, and our drive towards progress.  Our work has the power to transform lives, businesses, societies and economies. We create enriched futures for all stakeholders, always seeking to deliver enduring change.",Yes,Yes,,United States (USA),09/27/2023,,Yes,Yes,Male,,Yes,,,,No,,No,No,School Facilitated,,,,,,,per year,,,,,75000 + 4000 annual bonus (performance),,,,01/03/2024,11/01/2023,11/01/2023,Washington - DC,United States (USA),On Site,Washington-Baltimore-Northern Virginia -- DC-MD-VA-WV,,District of Columbia,No,,,Yes,No,No,,No,,,,Yes,No
No,No,30 Hours per week,For profit,,Job,INTERNATIONAL SECURITY POLICY,MIA,Private,Consulting,Pallas Advisors,,Pallas Fellow,"Washington, DC",,United States,,,,,,,,"Washington, DC",United States,Private,Consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,For profit,02/01/2024,Job,Urban and Social Policy,MPA,Private,Technology,Perfects.AI,,Co-Founder,"New York,",NY,United States,,,,,,,,NY,United States,Private,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,For profit,06/22/2023,Job,ENERGY AND ENVIRONMENT,MIA,Private,Other – Business Services,Persistent,,Analyst,"Nairobi,",,Kenya,,,,,,,,,Kenya,Private,Other – Business Services,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,06/22/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,No Concentration,MPA-ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Non-profit,,Job,DUAL MIA/MS: SIPA and Social Work,MIA,Nonprofit,Public Interest/Advocacy,Physicians for Human Rights,,Asylum Program Case Management Associate,"New York,",NY,United States,,,,,,,,NY,United States,Non-profit,Public Interest/Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Non-profit,,Job,Urban and Social Policy,MPA,Nonprofit,Research/Think Tank,Progresssive Policy Institute,,Policy Fellow,"Washington, DC",,United States,,,,,,,,"Washington, DC",United States,Non-profit,Research/Think Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Unreported,International Security Policy,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Non-profit,,Job,Urban and Social Policy,MIA,Nonprofit,Nongovernmental Organizations,Public Policy Lab,,Senior Analyst,"New York,",NY,United States,,,,,,,,NY,United States,Non-profit,Nongovernmental Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,DUAL MIA/MPP: SIPA and Lee Kuan Yew,MIA,Private,Consulting,PwC,,Sustainability Associate,"Beijing, ",,China,,,,,,,,,China,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,Government,07/12/2023,Job,No Concentration,MPA-MDP,Public,Foreign Government,Qatar Fund For Development,"I work in partnership development with international organizations, multilateral and multilateral development banks and private sector",Strategic Partnerships manager,"Doha,",,Qatar,Strategic Partnerships manager,,"o	$95,000-$99,999","o	$95,000-$99,999",,,,,Qatar,Public,State/Local Governments,Post Graduation,Job Posting,,,,,Yes,Yes,,Qatar,04/26/2018,,,,Female,,Yes,,,,Yes,,No,No,School Facilitated,,,,,,,per year,,,,,,,,,07/12/2023,03/26/2018,03/26/2018,Doha - Qatar,Qatar,On Site,Not US-Based Job,0000,Planning to work outside of the US,No,,,Yes,No,No,,No,,,,No,No
No,No,30 Hours per week,For profit,,Job,ENERGY AND ENVIRONMENT,MPA,Private,Finance/Banking,Rabobank,,Renewable Energy Project Finance Associate,"New York,",NY,United States,,,,,,,,NY,United States,Private,Finance/Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Not seeking,,06/13/2023,Not seeking / Other Intention,No Concentration,MPA-EPM,,,,,,,,,,,,,,,,,,,,Post Graduation,,,,,,Yes,,,,,,,,Female,,Yes,,,,Yes,,,,,,,,,I am returning to my previous employment but I am open to seeking a new job once I complete my J-1 visa two-year home residency requirement.,,per year,,,,,,,,,06/13/2023,05/15/2023,05/15/2023,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Job,DUAL MIA/MBA: SIPA and Business,MIA,Nonprofit,University/Education,Journal of International Affairs,,Business Director,"New York,",NY,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,ENERGY AND ENVIRONMENT,MPA,Private,Finance/Banking,Rabobank,,Project Finance Associate,"New York,",NY,United States,,,,,,,,NY,United States,Private,Finance/Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,For profit,07/06/2023,Job,Human Rights & Humanitarian Policy ,MIA,Private,Finance/Banking,Railbird,,Market Operations Associate,"New York,",NY,United States,,,,,,,,NY,United States,Private,Finance/Banking,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,07/06/2023,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,For profit,06/14/2023,Job,INTERNATIONAL SECURITY POLICY,MIA,Private,Other – Business Services,Rain4est,,Creative Lead & Co-Founder,"New York,",NY,United States,,,,,,,,NY,United States,Private,Other – Business Services,Post Graduation,,I have applied for one or more opportunities but have not received an invitation to interview,,,,Yes,,,,,,,,Male,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,06/14/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,International Finance and Economic Policy,MPA,Private,Other – Business Services,Rebel,,Development Finance Consultant,Roterdam,,Netherlands,,,,,,,,,Netherlands,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,ENERGY AND ENVIRONMENT,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Non-profit,,Job,No Concentration,MPA-MDP,Nonprofit,Public Interest/Advocacy,Results for Development,,Senior Market Officer,,,Nigeria,,,,,,,,,Nigeria,Non-profit,Public Interest/Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,For profit,06/13/2023,Job,ECONOMIC AND POLITICAL DEVELOPMENT,MIA,Nonprofit,Public Interest/Advocacy,Rights Colab,,Intern,"New York,",NY,United States,,,,,,,,NY,United States,Private,Consulting,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,06/13/2023,,,,,,,,,,,,,,,,,,,,,
No,Yes,,,07/10/2023,Job,Urban and Social Policy,MIA,Nonprofit,Foundations/Institutions,Rockefeller Brothers Fund,,Communications Associate,"New York,",NY,United States,,,,,,,,,,,,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,07/10/2023,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,Non-profit,06/13/2023,Job,Urban and Social Policy,MPA,Nonprofit,Foundations/Institutions,Rockefeller Family Fund,,Research And Policy Analyst,"New York,",NY,United States,,,,,,,,NY,United States,Non-profit,Foundations/Institutions,Post Graduation,,I have applied for one or more opportunities but have not received an invitation to interview,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,06/13/2023,,,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Job,International Security Policy,MIA,Public,State/Local Governments,Public Services Commission of Wisconsin ,,Broadband Policy ,,Wisconsin,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,No Concentration,EMPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Non-profit,,Job,ENERGY AND ENVIRONMENT,MPA,Nonprofit,Foundations/Institutions,Rockefeller Foundation,,Senior Associate,"New York,",NY,United States,,,,,,,,NY,United States,Non-profit,Foundations/Institutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Pursuing Further Education,,,Pursuing Further Education,No Concentration,MPA-ESP,,Pursuing Further Education,Pursuing Further Education,,Pursuing Further Education,Pursuing Further Education,Pursuing Further Education,Pursuing Further Education,,,,,,,,Pursuing Further Education,Pursuing Further Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,ENERGY AND ENVIRONMENT,MIA,Private,Consulting,Roland Berger,,Senior Consultant,"Boston, ",MA,United States,,,,,,,,MA,United States,Private,Consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,For profit,,Job,Urban and Social Policy,MPA,Private,Other – Business Services,Root to Bloom,,Consultant,"Atlanta, ",GA,United States,,,,,,,,GA,United States,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
